5500,2,2280
6000,2,3112
6500,2,3109
7000,2,3666
7500,2,3995
8000,2,4390
8500,2,5185
9000,2,5734
9500,2,6449
10000,2,6596
10500,2,7480
11000,2,8450
11500,2,9346
12000,2,9426
12500,2,10118
13000,2,11125
13500,2,11889
14000,2,12948
14500,2,14123
15000,2,15945
1000,10,217
1500,10,377
2000,10,455
2500,10,729
3000,10,831
3500,10,982
4000,10,1149
4500,10,1450
5000,10,1748
5500,10,1934
6000,10,2226
6500,10,2618
7000,10,2875
7500,10,3247
8000,10,3921
8500,10,4446
9000,10,4766
9500,10,5110
10000,10,5733
10500,10,6067
11000,10,6684
11500,10,7054
12000,10,7649
12500,10,8631
13000,10,9191
13500,10,9426
14000,10,10471
14500,10,11038
15000,10,12023
1000,100,245
1500,100,781
2000,100,525
2500,100,751
3000,100,1332
3500,100,966
4000,100,1136
4500,100,1421
5000,100,1761
5500,100,1903
6000,100,2241
6500,100,2508
7000,100,3815
7500,100,4270
8000,100,3845
8500,100,6095
9000,100,4817
9500,100,6422
10000,100,6212
10500,100,6181
11000,100,7432
11500,100,7885
12000,100,8778
12500,100,10112
13000,100,8708
13500,100,9889
14000,100,9942
14500,100,10777
15000,100,12812
1000,1000,239
1500,1000,362
2000,1000,495
2500,1000,703
3000,1000,810
3500,1000,988
4000,1000,1185
4500,1000,1498
5000,1000,1702
5500,1000,1972
6000,1000,2222
6500,1000,2561
7000,1000,2934
7500,1000,3176
8000,1000,3571
8500,1000,4237
9000,1000,4470
9500,1000,5156
10000,1000,5479
10500,1000,5881
11000,1000,6461
11500,1000,6812
12000,1000,7533
12500,1000,8246
13000,1000,9146
13500,1000,9462
14000,1000,11058
14500,1000,10520
15000,1000,11242
1000,2000,234
1500,2000,365
2000,2000,490
2500,2000,754
3000,2000,812
3500,2000,1003
4000,2000,1184
4500,2000,1527
5000,2000,1680
5500,2000,2059
6000,2000,2319
6500,2000,2510
7000,2000,2840
7500,2000,3290
8000,2000,3689
8500,2000,4066
9000,2000,4495
9500,2000,4999
10000,2000,5388
10500,2000,5876
11000,2000,6473
11500,2000,6951
12000,2000,7505
12500,2000,7969
13000,2000,9013
13500,2000,9264
14000,2000,10794
14500,2000,10587
15000,2000,11229
1000,0,222
1500,0,306
2000,0,458
2500,0,652
3000,0,813
3500,0,770
4000,0,1141
4500,0,1730
5000,0,998
5500,0,2015
6000,0,2501
6500,0,3103
7000,0,3461
7500,0,3375
8000,0,2158
8500,0,1736
9000,0,2513
9500,0,5975
10000,0,6722
10500,0,8792
11000,0,5701
11500,0,9916
12000,0,4770
12500,0,13998
13000,0,13502
13500,0,11103
14000,0,13644
14500,0,4329
15000,0,16703
1000,1,306
1500,1,394
2000,1,526
2500,1,775
3000,1,943
3500,1,1506
4000,1,1395
4500,1,1848
5000,1,2248
5500,1,2686
6000,1,3138
6500,1,3760
7000,1,4312
7500,1,4748
8000,1,5548
8500,1,6360
9000,1,7401
9500,1,7739
10000,1,8450
10500,1,10265
11000,1,10123
11500,1,11286
12000,1,11985
12500,1,13254
13000,1,13858
13500,1,14748
14000,1,16079
14500,1,16825
15000,1,18252
1000,2,229
1500,2,468
2000,2,488
2500,2,688
3000,2,865
3500,2,1068
4000,2,1285
4500,2,1658
5000,2,1953
5500,2,2285
6000,2,2740
6500,2,3056
7000,2,3480
7500,2,4003
8000,2,4498
8500,2,5059
9000,2,5686
9500,2,6182
10000,2,6781
10500,2,7374
11000,2,8025
11500,2,8850
12000,2,9338
12500,2,10142
13000,2,11226
13500,2,11902
14000,2,12671
14500,2,13538
15000,2,14182
1000,10,216
1500,10,365
2000,10,469
2500,10,642
3000,10,826
3500,10,962
4000,10,1176
4500,10,1493
5000,10,1676
5500,10,2004
6000,10,2363
6500,10,2536
7000,10,2929
7500,10,3239
8000,10,3622
8500,10,4247
9000,10,4610
9500,10,5143
10000,10,5580
10500,10,6036
11000,10,6593
11500,10,7052
12000,10,8500
12500,10,8278
13000,10,8797
13500,10,9557
14000,10,10228
14500,10,10897
15000,10,12004
1000,100,225
1500,100,355
2000,100,485
2500,100,647
3000,100,785
3500,100,959
4000,100,1165
4500,100,1420
5000,100,1637
5500,100,1899
6000,100,2237
6500,100,2461
7000,100,2792
7500,100,3222
8000,100,3504
8500,100,4160
9000,100,4638
9500,100,5200
10000,100,5341
10500,100,6542
11000,100,6323
11500,100,7001
12000,100,7446
12500,100,7899
13000,100,8696
13500,100,9225
14000,100,9809
14500,100,10428
15000,100,11090
1000,1000,239
1500,1000,371
2000,1000,507
2500,1000,671
3000,1000,810
3500,1000,984
4000,1000,1173
4500,1000,1546
5000,1000,1875
5500,1000,1922
6000,1000,2220
6500,1000,2631
7000,1000,2824
7500,1000,3176
8000,1000,3835
8500,1000,4262
9000,1000,4555
9500,1000,4902
10000,1000,5547
10500,1000,5823
11000,1000,6504
11500,1000,6850
12000,1000,7666
12500,1000,8294
13000,1000,8638
13500,1000,9200
14000,1000,10186
14500,1000,10641
15000,1000,11701
1000,2000,234
1500,2000,367
2000,2000,489
2500,2000,698
3000,2000,813
3500,2000,980
4000,2000,1194
4500,2000,1517
5000,2000,1683
5500,2000,1929
6000,2000,2349
6500,2000,2513
7000,2000,2839
7500,2000,3238
8000,2000,3766
8500,2000,4151
9000,2000,4474
9500,2000,5306
10000,2000,5373
10500,2000,6146
11000,2000,6451
11500,2000,6986
12000,2000,7516
12500,2000,8008
13000,2000,8863
13500,2000,9200
14000,2000,9830
14500,2000,10168
15000,2000,11171
1000,0,216
1500,0,401
2000,0,444
2500,0,635
3000,0,816
3500,0,788
4000,0,1136
4500,0,1827
5000,0,1007
5500,0,2318
6000,0,2461
6500,0,3179
7000,0,3342
7500,0,3408
8000,0,2169
8500,0,1698
9000,0,2571
9500,0,5768
10000,0,6743
10500,0,8487
11000,0,5064
11500,0,8982
12000,0,3839
12500,0,10309
13000,0,11816
13500,0,10219
14000,0,13163
14500,0,4305
15000,0,16145
1000,1,229
1500,1,504
2000,1,655
2500,1,722
3000,1,994
