Size,Seconds,Real,User,Sys
1000	0.000280	0.00	0.00	0.00
100000	0.033357	0.09	0.08	0.00
4999996	1.437507	3.04	2.89	0.03
3999997	1.196137	2.42	2.33	0.02
2999998	0.872727	1.77	1.73	0.01
10000	0.003088	0.01	0.01	0.00
9999991	2.908301	5.93	5.79	0.05
1999999	0.585144	1.18	1.16	0.01
1000000	0.297925	0.61	0.58	0.00
1000	0.000393	0.00	0.00	0.00
100000	0.030999	0.09	0.08	0.00
4999996	1.454939	3.04	2.94	0.03
3999997	1.251141	2.45	2.35	0.02
2999998	0.873875	1.76	1.73	0.01
10000	0.003119	0.01	0.01	0.00
9999991	2.959249	6.32	6.11	0.06
1999999	0.589193	1.18	1.16	0.01
1000000	0.293793	0.60	0.58	0.00
1000	0.000279	0.00	0.00	0.00
100000	0.031294	0.08	0.08	0.00
4999996	1.471386	3.03	2.94	0.03
3999997	1.156264	2.43	2.33	0.02
2999998	0.874664	1.77	1.73	0.01
10000	0.002902	0.01	0.00	0.00
9999991	2.933649	5.91	5.78	0.05
1999999	0.577678	1.19	1.16	0.01
1000000	0.302438	0.61	0.58	0.00
1000	0.000367	0.00	0.00	0.00
100000	0.035707	0.09	0.09	0.00
4999996	1.452994	3.02	2.90	0.03
3999997	1.160541	2.37	2.30	0.02
2999998	0.874568	1.78	1.72	0.01
10000	0.002921	0.01	0.00	0.00
9999991	2.953207	5.93	5.78	0.05
1999999	0.580609	1.17	1.14	0.01
1000000	0.296788	0.59	0.57	0.00
1000	0.000286	0.00	0.00	0.00
100000	0.031166	0.08	0.08	0.00
4999996	1.465836	3.03	2.91	0.03
3999997	1.149884	2.34	2.29	0.02
2999998	0.864390	1.75	1.72	0.01
10000	0.002999	0.01	0.00	0.00
9999991	2.999932	6.00	5.83	0.05
1999999	0.629499	1.24	1.19	0.01
1000000	0.283318	0.61	0.58	0.00
1000	0.000281	0.00	0.00	0.00
100000	0.036208	0.09	0.09	0.00
4999996	1.461060	2.96	2.89	0.03
3999997	1.197634	2.39	2.30	0.02
2999998	0.878242	1.77	1.72	0.01
10000	0.003104	0.01	0.00	0.00
9999991	2.978133	5.96	5.83	0.05
1999999	0.591137	1.25	1.17	0.01
1000000	0.289119	0.59	0.58	0.00
1000	0.000288	0.00	0.00	0.00
100000	0.030933	0.08	0.08	0.00
4999996	1.450800	2.97	2.90	0.03
3999997	1.193068	2.39	2.31	0.02
2999998	0.879929	1.78	1.73	0.01
10000	0.002994	0.01	0.00	0.00
9999991	2.918754	5.90	5.78	0.05
1999999	0.572924	1.23	1.16	0.01
1000000	0.290277	0.63	0.58	0.01
1000	0.000288	0.00	0.00	0.00
100000	0.032834	0.09	0.08	0.00
4999996	1.443971	2.96	2.89	0.03
3999997	1.157317	2.34	2.30	0.02
2999998	0.869857	1.76	1.72	0.01
10000	0.003248	0.01	0.01	0.00
9999991	3.004532	6.06	5.89	0.07
1999999	0.589177	1.25	1.18	0.01
1000000	0.296639	0.60	0.58	0.00
1000	0.000288	0.00	0.00	0.00
100000	0.031599	0.09	0.08	0.00
4999996	1.460434	2.99	2.91	0.03
3999997	1.204862	2.40	2.33	0.02
2999998	0.874804	1.78	1.74	0.01
10000	0.003025	0.01	0.01	0.00
9999991	2.914739	5.90	5.78	0.05
1999999	0.583253	1.19	1.15	0.01
1000000	0.289303	0.59	0.57	0.00
1000	0.000288	0.00	0.00	0.00
100000	0.037350	0.10	0.09	0.00
4999996	1.449536	3.01	2.93	0.03
3999997	1.161363	2.37	2.31	0.02
2999998	0.922806	1.81	1.75	0.01
10000	0.002993	0.01	0.01	0.00
9999991	2.990032	5.97	5.80	0.05
1999999	0.586327	1.19	1.15	0.01
1000000	0.295233	0.59	0.58	0.00
1000	0.000286	0.00	0.00	0.00
100000	0.030857	0.09	0.08	0.00
4999996	1.454400	2.96	2.89	0.02
3999997	1.166669	2.38	2.31	0.02
2999998	0.878464	1.77	1.72	0.01
10000	0.002970	0.01	0.01	0.00
9999991	3.025030	6.00	5.83	0.05
1999999	0.575397	1.17	1.14	0.01
