0	 5.2734742
80	-0.6084777
160	-0.6084777
240	-0.8113037
320	-0.6084777
400	-0.8113037
480	-0.8113037
560	-0.6084777
640	-0.8113037
720	-0.8113037
800	-0.6084777
880	-0.6084777
960	-0.6084777
1040	-0.6084777
1120	-0.6084777
1200	-0.6084777
1280	-0.6084777
1360	-0.8113037
1440	-0.6084777
1520	-0.6084777
1600	-0.6084777
1680	-0.6084777
1760	-1.0141296
1840	-0.6084777
1920	-0.6084777
2000	-0.8113037
2080	-0.4056518
2160	-0.6084777
2240	-0.6084777
2320	-0.6084777
2400	-0.8113037
2480	-0.6084777
2560	-0.6084777
2640	-0.6084777
2720	-0.6084777
2800	-0.6084777
2880	-0.8113037
2960	-0.6084777
3040	-0.6084777
3120	-0.6084777
3200	-0.8113037
3280	-0.8113037
3360	-0.6084777
3440	-0.6084777
3520	-0.6084777
3600	-0.6084777
3680	-0.8113037
3760	-0.8113037
3840	-0.4056518
3920	-0.6084777
4000	-0.8113037
4080	-0.8113037
4160	-0.8113037
4240	-0.6084777
4320	-0.8113037
4400	-0.6084777
4480	-0.6084777
4560	-0.6084777
4640	-0.8113037
4720	-0.8113037
4800	-0.4056518
4880	-0.4056518
4960	-0.6084777
5040	-0.6084777
5120	-0.6084777
5200	-0.8113037
5280	-0.8113037
5360	-0.6084777
5440	-0.8113037
5520	-0.6084777
5600	-0.8113037
5680	-0.6084777
5760	-0.6084777
5840	-0.8113037
5920	-0.6084777
6000	-0.6084777
6080	-0.8113037
6160	-0.6084777
6240	-0.8113037
6320	-0.6084777
6400	-0.6084777
6480	-0.8113037
6560	-0.6084777
6640	-0.6084777
6720	-0.6084777
6800	-0.6084777
6880	-0.8113037
6960	-0.6084777
7040	-0.6084777
7120	-0.6084777
7200	-0.6084777
7280	-0.6084777
7360	-0.6084777
7440	-0.6084777
7520	-0.8113037
7600	-0.6084777
7680	-0.6084777
7760	-0.8113037
7840	-0.6084777
7920	-0.6084777
8000	-0.6084777
8080	-0.6084777
8160	-0.6084777
8240	-0.6084777
8320	 5.2734742
8400	 5.2734742
8480	 5.2734742
8560	 5.2734742
8640	 5.2734742
8720	 5.2734742
8800	 5.2734742
8880	 5.2734742
8960	 5.2734742
9040	 5.2734742
9120	 5.2734742
9200	 5.2734742
9280	 5.2734742
9360	 5.2734742
9440	 5.2734742
9520	 5.2734742
9600	 5.2734742
9680	 5.2734742
9760	 5.2734742
9840	 5.2734742
9920	 5.2734742
10000	 5.2734742
10080	 5.2734742
10160	 5.2734742
10240	 5.2734742
10320	 5.0706481
10400	 5.2734742
10480	 5.2734742
10560	 5.2734742
10640	 5.2734742
10720	 5.2734742
10800	 5.0706481
10880	 5.2734742
10960	 5.2734742
11040	 5.2734742
11120	 5.2734742
11200	 5.2734742
11280	 5.2734742
11360	 5.2734742
11440	 5.2734742
11520	 5.2734742
11600	 5.2734742
11680	 5.2734742
11760	 5.2734742
11840	 5.2734742
11920	 5.2734742
12000	 5.2734742
12080	 5.2734742
12160	 5.2734742
12240	 5.2734742
12320	 5.2734742
12400	 5.2734742
12480	 5.0706481
12560	 5.2734742
12640	 5.2734742
12720	 5.2734742
12800	 5.2734742
12880	 5.2734742
12960	 5.2734742
13040	 5.2734742
13120	 5.2734742
13200	 5.2734742
13280	 5.2734742
13360	 5.0706481
13440	 5.2734742
13520	 5.2734742
13600	 5.2734742
13680	 5.2734742
13760	 5.2734742
13840	 5.2734742
13920	 5.2734742
14000	 5.2734742
14080	 5.2734742
14160	 5.2734742
14240	 5.2734742
14320	 5.2734742
14400	 5.0706481
14480	 5.2734742
14560	 5.2734742
14640	 5.2734742
14720	 5.2734742
14800	 5.2734742
14880	 5.2734742
14960	 5.2734742
15040	 5.2734742
15120	 5.2734742
15200	 5.2734742
15280	 5.2734742
15360	 5.2734742
15440	 5.2734742
15520	 5.2734742
15600	 5.2734742
15680	 5.2734742
15760	 5.2734742
15840	 5.2734742
15920	 5.2734742
16000	 5.2734742
16080	 5.2734742
16160	 5.2734742
16240	 5.2734742
16320	 5.2734742
16400	 5.2734742
16480	-0.6084777
16560	-0.6084777
16640	-0.6084777
16720	-0.6084777
16800	-0.6084777
16880	-0.6084777
16960	-0.6084777
17040	-0.6084777
17120	-0.6084777
17200	-0.6084777
17280	-0.6084777
17360	-0.6084777
17440	-0.6084777
17520	-0.6084777
17600	-0.8113037
17680	-0.6084777
17760	-0.6084777
17840	-0.8113037
17920	-0.6084777
18000	-0.6084777
18080	-0.6084777
18160	-0.6084777
18240	-0.8113037
18320	-0.6084777
18400	-0.6084777
18480	-0.8113037
18560	-0.6084777
18640	-0.6084777
18720	-0.6084777
18800	-0.6084777
18880	-0.6084777
18960	-0.6084777
19040	-0.6084777
19120	-0.6084777
19200	-0.6084777
19280	-0.6084777
19360	-0.6084777
19440	-0.6084777
19520	-0.6084777
19600	-0.6084777
19680	-0.6084777
19760	-0.6084777
19840	-0.6084777
19920	-0.6084777
20000	-0.8113037
20080	-0.6084777
20160	-0.8113037
20240	-0.6084777
20320	-0.6084777
20400	-0.8113037
20480	-0.6084777
20560	-0.6084777
20640	-0.8113037
20720	-0.6084777
20800	-0.6084777
20880	-0.8113037
20960	-0.6084777
21040	-0.8113037
21120	-0.6084777
21200	-0.6084777
21280	-0.8113037
21360	-0.6084777
21440	-0.6084777
21520	-0.8113037
21600	-0.6084777
21680	-0.8113037
21760	-0.6084777
21840	-0.6084777
21920	-0.8113037
22000	-0.6084777
22080	-0.6084777
22160	-0.6084777
22240	-0.6084777
22320	-0.6084777
22400	-0.6084777
22480	-0.6084777
22560	-0.6084777
22640	-0.6084777
22720	-0.6084777
22800	-0.6084777
22880	-0.6084777
22960	-0.6084777
23040	-0.6084777
23120	-0.6084777
23200	-0.6084777
23280	-0.6084777
23360	-0.6084777
23440	-0.6084777
23520	-0.6084777
23600	-0.8113037
23680	-0.6084777
23760	-0.6084777
23840	-0.6084777
23920	-0.6084777
24000	-0.6084777
24080	-0.6084777
24160	-0.6084777
24240	-0.8113037
24320	-0.6084777
24400	-0.6084777
24480	-0.8113037
24560	-0.6084777
24640	 4.2593445
24720	 5.2734742
24800	 5.2734742
24880	 5.2734742
24960	 5.2734742
25040	 5.2734742
25120	 5.2734742
25200	 5.2734742
25280	 5.2734742
25360	 5.2734742
25440	 5.2734742
25520	 5.2734742
25600	 5.2734742
25680	 5.2734742
25760	 5.0706481
25840	 5.2734742
25920	 5.2734742
26000	 5.2734742
26080	 5.2734742
26160	 5.2734742
26240	 5.2734742
26320	 5.2734742
26400	 5.2734742
26480	 5.2734742
26560	 5.2734742
26640	 5.0706481
26720	 5.2734742
26800	 5.2734742
26880	 5.2734742
26960	 5.2734742
27040	 5.2734742
27120	 5.2734742
27200	 5.2734742
27280	 5.2734742
27360	 5.2734742
27440	 5.2734742
27520	 5.2734742
27600	 5.2734742
27680	 5.2734742
27760	 5.2734742
27840	 5.2734742
27920	 5.2734742
28000	 5.2734742
28080	 5.2734742
28160	 5.2734742
28240	 5.2734742
28320	 5.0706481
28400	 5.2734742
28480	 5.2734742
28560	 5.2734742
28640	 5.2734742
28720	 5.2734742
28800	 5.2734742
28880	 5.2734742
28960	 5.2734742
29040	 5.2734742
29120	 5.2734742
29200	 5.2734742
29280	 5.2734742
29360	 5.2734742
29440	 5.2734742
29520	 5.2734742
29600	 5.2734742
29680	 5.2734742
29760	 5.2734742
29840	 5.2734742
29920	 5.2734742
30000	 5.2734742
30080	 5.2734742
30160	 5.2734742
30240	 5.2734742
30320	 5.2734742
30400	 5.2734742
30480	 5.2734742
30560	 5.2734742
30640	 5.2734742
30720	 5.2734742
30800	 5.2734742
30880	 5.2734742
30960	 5.2734742
31040	 5.2734742
31120	 5.2734742
31200	 5.2734742
31280	 5.2734742
31360	 5.0706481
31440	 6.4904299
31520	 5.2734742
31600	 5.0706481
31680	 5.2734742
