1000,0,200
1500,0,294
2000,0,404
2500,0,491
3000,0,612
3500,0,685
4000,0,847
4500,0,895
5000,0,968
5500,0,1128
6000,0,1176
6500,0,1286
7000,0,1459
7500,0,1476
8000,0,1783
8500,0,1797
9000,0,1764
9500,0,2268
10000,0,1860
10500,0,2071
11000,0,2203
11500,0,2323
12000,0,2287
12500,0,2547
13000,0,2379
13500,0,5276
14000,0,2637
14500,0,3088
15000,0,2793
1000,1,194
1500,1,284
2000,1,431
2500,1,504
3000,1,608
3500,1,700
4000,1,821
4500,1,972
5000,1,1070
5500,1,1150
6000,1,1276
6500,1,1367
7000,1,1468
7500,1,1596
8000,1,1664
8500,1,1725
9000,1,1813
9500,1,1955
10000,1,2019
10500,1,2050
11000,1,2179
11500,1,2356
12000,1,2295
12500,1,2513
13000,1,2481
13500,1,2880
14000,1,2663
14500,1,2797
15000,1,2993
1000,2,200
1500,2,309
2000,2,484
2500,2,597
3000,2,791
3500,2,694
4000,2,853
4500,2,921
5000,2,1036
5500,2,1157
6000,2,1480
6500,2,1563
7000,2,1441
7500,2,1593
8000,2,1712
8500,2,1873
9000,2,1867
9500,2,2172
10000,2,2078
10500,2,2180
11000,2,2378
11500,2,2356
12000,2,2619
12500,2,2661
13000,2,2664
13500,2,2756
14000,2,2795
14500,2,3028
15000,2,3027
1000,10,234
1500,10,354
2000,10,462
2500,10,587
3000,10,711
3500,10,848
4000,10,965
4500,10,1046
5000,10,1166
5500,10,1303
6000,10,1402
6500,10,1517
7000,10,1807
7500,10,2033
8000,10,1968
8500,10,2076
9000,10,2248
9500,10,2291
10000,10,2541
10500,10,3321
11000,10,2752
11500,10,2845
12000,10,3258
12500,10,3135
13000,10,3379
13500,10,3477
14000,10,3641
14500,10,3718
15000,10,3755
1000,100,502
1500,100,802
2000,100,1099
2500,100,4662
3000,100,1696
3500,100,2113
4000,100,2350
4500,100,2650
5000,100,2970
5500,100,3323
6000,100,3734
6500,100,3911
7000,100,4668
7500,100,5021
8000,100,5111
8500,100,5684
9000,100,5677
9500,100,6204
10000,100,6534
10500,100,6809
11000,100,7250
